S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
25.31,25.31,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.38,24.88,25.69,0,0,0,0,0.07,0.05,0.07,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.04,0.06,0.05,370,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.38,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.38,25.31,24.88,25.81,0,0,0,0,0.07,0.04,0.06,0.07,370,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.06,0.04,0.06,0.06,370,0,0,0,0
25.31,25.38,24.88,25.69,0,0,0,0,0.06,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.07,0.05,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.06,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.06,0.04,0.05,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.05,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.05,0.07,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.04,0.05,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.81,0,0,0,0,0.06,0.05,0.07,0.08,370,0,0,0,0
25.31,25.31,24.81,25.81,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.07,0.07,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.08,0.04,0.06,0.07,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.05,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.08,0.05,0.06,0.07,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.04,0.07,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.81,0,0,0,0,0.06,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.12,0.11,0.11,0.07,370,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.04,0.07,0.06,370,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.07,370,0,0,0,0
25.31,25.31,24.81,25.81,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.04,0.07,0.07,370,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.07,0.06,370,0,0,0,0
25.38,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.05,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.06,0.05,0.06,0.06,370,0,0,0,0
25.38,25.31,24.88,25.75,0,0,0,0,0.06,0.05,0.07,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.38,25.31,24.81,25.75,0,0,0,0,0.08,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.04,0.07,0.06,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.06,0.05,0.06,0.05,370,0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.04,0.05,0.06,365,-0.0461538461538,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.04,0.06,0.06,370,-0.0423076923077,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.04,0.06,0.06,365,-0.0846153846154,0,0,0
25.31,25.31,24.81,25.81,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.123076923077,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.111538461538,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.146153846154,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.05,365,-0.176923076923,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.07,365,-0.203846153846,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.04,0.07,0.05,370,-0.180769230769,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.06,0.05,0.06,0.07,370,-0.157692307692,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.07,365,-0.180769230769,0,0,0
25.38,25.31,24.81,25.69,0,0,0,0,0.07,0.04,0.06,0.06,365,-0.2,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.04,0.07,0.07,365,-0.215384615385,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.07,365,-0.226923076923,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.04,0.06,0.06,365,-0.234615384615,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.04,0.07,0.06,365,-0.238461538462,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.07,365,-0.238461538462,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.05,370,-0.188461538462,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.04,0.07,0.07,370,-0.138461538462,0,0,0
25.31,25.25,24.81,25.69,0,0,0,0,0.08,0.05,0.06,0.07,365,-0.134615384615,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.0807692307692,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0730769230769,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.06,0.06,0.06,365,-0.0615384615385,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,1.23168185923E-17,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0.0615384615385,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0.0269230769231,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.07,0.07,370,0.0884615384615,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.06,0.05,0.06,0.06,365,0.0538461538462,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.06,0.07,0.06,365,0.0192307692308,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.06,365,0.0346153846154,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,0.00384615384615,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0269230769231,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0576923076923,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0384615384615,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.05,0.06,365,-0.0153846153846,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.0384615384615,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.08,0.05,0.05,0.06,365,-0.0615384615385,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.08,0.05,0.07,0.05,370,-0.0384615384615,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.0192307692308,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.05,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.08,0.05,0.06,0.06,365,-0.0807692307692,0,0,0
25.31,25.31,24.81,25.81,0,0,0,0,0.07,0.05,0.06,0.05,365,-0.111538461538,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.05,365,-0.0923076923077,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0692307692308,0,0,0
25.31,25.25,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.0923076923077,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.06,0.07,0.06,365,-0.0653846153846,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0846153846154,0,0,0
25.31,25.31,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.103846153846,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.05,365,-0.0730769230769,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.06,0.06,0.06,365,-0.0384615384615,0,0,0
25.25,25.31,24.81,25.63,0,0,0,0,0.08,0.06,0.06,0.06,365,-0.05,0,0,0
25.31,25.31,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0115384615385,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0192307692308,0,0,0
25.25,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0269230769231,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.07,0.06,365,-0.0346153846154,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0423076923077,0,0,0
25.31,25.31,24.81,25.63,0,0,0,0,0.07,0.06,0.06,0.06,365,-0.05,0,0,0
25.31,25.31,24.81,25.63,0,0,0,0,0.08,0.05,0.06,0.06,365,-0.0576923076923,0,0,0
25.25,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.07,365,-0.0653846153846,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.06,0.07,0.06,365,-0.0730769230769,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.0807692307692,0,0,0
25.25,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.0884615384615,0,0,0
25.31,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0461538461538,0,0,0
25.31,25.31,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.05,365,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.07,0.06,365,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.05,0.06,365,0,0,0,0
25.25,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.05,0.05,365,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.06,0.05,0.05,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.05,365,0,0,0,0
25.25,25.31,24.75,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.08,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.31,25.25,24.75,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.06,365,0,0,0,0
25.31,25.25,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.31,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.25,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.25,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.25,24.75,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.05,365,0,0,0,0
25.25,25.31,24.75,25.69,0,0,0,0,0.07,0.05,0.06,0.07,365,0,0,0,0
25.25,25.31,24.75,25.63,0,0,0,0,0.07,0.06,0.06,0.06,365,0,0,0,0
25.31,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.07,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.07,0.06,0.06,0.06,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.31,24.75,25.63,0,0,0,0,0.07,0.05,0.05,0.06,365,0,0,0,0
25.25,25.31,24.81,25.63,0,0,0,0,0.06,0.06,0.05,0.06,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.05,365,0,0,0,0
25.31,25.31,24.81,25.63,0,0,0,0,0.06,0.05,0.05,0.06,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.06,0.05,0.07,0.05,365,0,0,0,0
25.25,25.25,24.81,25.63,0,0,0,0,0.07,0.05,0.07,0.06,365,0,0,0,0
25.31,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.05,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.07,0.05,0.07,0.06,365,0,0,0,0
25.25,25.25,24.81,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.07,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.07,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.07,0.06,0.06,0.06,365,0,0,0,0
25.31,25.25,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.05,365,0,0,0,0
25.31,25.25,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.06,0.05,0.07,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.08,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.07,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.05,365,0,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.81,25.63,0,0,0,0,0.08,0.05,0.07,0.06,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.05,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.07,0.06,365,0,0,0,0
25.25,25.25,24.81,25.63,0,0,0,0,0.07,0.05,0.07,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.31,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.04,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.07,0.05,0.07,0.05,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.06,0.07,0.06,365,0,0,0,0
25.25,25.25,24.81,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.06,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.06,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.05,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.31,24.75,25.63,0,0,0,0,0.06,0.06,0.06,0.05,365,0,0,0,0
25.25,25.25,24.75,25.69,0,0,0,0,0.06,0.05,0.06,0.07,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.07,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.05,0.07,360,-0.0461538461538,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.07,365,-0.0423076923077,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.0384615384615,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0346153846154,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0307692307692,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.0269230769231,0,0,0
25.25,25.19,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0230769230769,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.0192307692308,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.05,0.06,0.05,365,-0.0153846153846,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.0115384615385,0,0,0
25.19,25.25,24.75,25.56,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.00769230769231,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.07,365,-0.00384615384615,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.08,0.05,0.06,0.05,365,7.69801162017E-19,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.05,0.06,0.06,365,0.00384615384615,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.06,0.06,0.07,0.06,365,0.00769230769231,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.06,0.05,0.06,0.06,360,-0.0346153846154,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.08,0.05,0.06,0.05,365,-0.0269230769231,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.0653846153846,0,0,0
25.19,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.05,365,-0.0538461538462,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.06,0.07,0.06,365,-0.0423076923077,0,0,0
25.19,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.06,360,-0.0769230769231,0,0,0
25.19,25.25,24.75,25.63,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.0615384615385,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.05,0.06,365,-0.0461538461538,0,0,0
25.19,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0307692307692,0,0,0
25.19,25.25,24.69,25.56,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.0153846153846,0,0,0
25.19,25.25,24.75,25.56,0,0,0,0,0.06,0.05,0.07,0.06,360,-0.0961538461538,0,0,0
25.19,25.25,24.69,25.56,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.0807692307692,0,0,0
25.19,25.25,24.69,25.56,0,0,0,0,0.06,0.05,0.07,0.06,365,-0.0653846153846,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.05,0,0,0
25.25,25.25,24.69,25.56,0,0,0,0,0.07,0.06,0.06,0.06,360,-0.0807692307692,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.07,365,-0.0615384615385,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.05,0.06,0.07,365,-0.0423076923077,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.06,0.06,0.06,365,-0.0230769230769,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.06,0.06,0.05,360,-0.05,0,0,0
25.19,25.25,24.69,25.5,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.0269230769231,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.06,0.07,0.06,365,-0.00384615384615,0,0,0
25.19,25.25,24.69,25.5,0,0,0,0,0.06,0.05,0.06,0.06,365,0.0192307692308,0,0,0
25.25,25.25,24.69,25.5,0,0,0,0,0.06,0.05,0.07,0.06,365,0.0423076923077,0,0,0
25.25,25.25,24.69,25.56,0,0,0,0,0.06,0.05,0.06,0.06,360,0.0192307692308,0,0,0
25.25,25.19,24.69,25.5,0,0,0,0,0.07,0.05,0.05,0.05,360,-1.23168185923E-17,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.05,0.07,0.06,365,-0.0192307692308,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.06,0.06,0.05,360,-0.0384615384615,0,0,0
25.25,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.103846153846,0,0,0
25.19,25.19,24.69,25.56,0,0,0,0,0.06,0.06,0.07,0.05,360,-0.119230769231,0,0,0
25.25,25.19,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0846153846154,0,0,0
25.19,25.25,24.75,25.56,0,0,0,0,0.06,0.05,0.05,0.06,365,-0.1,0,0,0
25.19,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0692307692308,0,0,0
25.25,25.25,24.69,25.63,0,0,0,0,0.07,0.05,0.05,0.06,365,-0.0384615384615,0,0,0
25.25,25.25,24.69,25.56,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.00769230769231,0,0,0
25.19,25.25,24.75,25.56,0,0,0,0,0.07,0.05,0.06,0.05,365,0.0230769230769,0,0,0
25.25,25.25,24.69,25.56,0,0,0,0,0.06,0.05,0.06,0.06,360,-0.0423076923077,0,0,0
25.25,25.19,24.69,25.56,0,0,0,0,0.06,0.05,0.06,0.06,360,-0.0576923076923,0,0,0
