Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Action
11006,23117,0,0,146,146,0,1,0,1,0,deny
65270,3855,0,0,78,78,0,1,0,1,0,deny
44207,44847,0,0,66,66,0,1,0,1,0,deny
55893,45711,0,0,78,78,0,1,0,1,0,deny
49727,445,0,0,70,70,0,1,0,1,0,drop
42608,1,0,0,62,62,0,1,0,1,0,deny
40418,25174,0,0,66,66,0,1,0,1,0,deny
63488,22114,0,0,62,62,0,1,0,1,0,deny
52745,57866,0,0,62,62,0,1,0,1,0,deny
11676,25174,0,0,146,146,0,1,0,1,0,deny
38629,25174,0,0,62,62,0,1,0,1,0,deny
54441,445,0,0,70,70,0,1,0,1,0,drop
54434,445,0,0,70,70,0,1,0,1,0,drop
54432,445,0,0,70,70,0,1,0,1,0,drop
54428,445,0,0,70,70,0,1,0,1,0,drop
64334,25174,0,0,62,62,0,1,0,1,0,deny
51430,25174,0,0,146,146,0,1,0,1,0,deny
5222,7493,0,0,66,66,0,1,0,1,0,deny
56098,64147,0,0,66,66,0,1,0,1,0,deny
1594,44847,0,0,62,62,0,1,0,1,0,deny
57607,21247,0,0,66,66,0,1,0,1,0,deny
60485,22114,0,0,62,62,0,1,0,1,0,deny
49723,445,0,0,70,70,0,1,0,1,0,drop
49826,445,0,0,66,66,0,1,0,1,0,drop
49825,445,0,0,66,66,0,1,0,1,0,drop
49824,445,0,0,66,66,0,1,0,1,0,drop
6666,5000,0,0,60,60,0,1,0,1,0,deny
3765,64147,0,0,62,62,0,1,0,1,0,deny
49721,445,0,0,70,70,0,1,0,1,0,drop
51313,25174,0,0,62,62,0,1,0,1,0,deny
13285,29892,0,0,145,145,0,1,0,1,0,deny
58463,11392,0,0,66,66,0,1,0,1,0,deny
62716,23,0,0,60,60,0,1,0,1,0,deny
49719,445,0,0,70,70,0,1,0,1,0,drop
56377,51505,0,0,66,66,0,1,0,1,0,deny
12457,57866,0,0,62,62,0,1,0,1,0,deny
51456,45680,0,0,139,139,0,1,0,1,0,deny
28792,22,0,0,60,60,0,1,0,1,0,deny
54423,445,0,0,70,70,0,1,0,1,0,drop
51575,9694,0,0,66,66,0,1,0,1,0,deny
44398,50584,0,0,146,146,0,1,0,1,0,deny
54418,445,0,0,70,70,0,1,0,1,0,drop
54419,445,0,0,70,70,0,1,0,1,0,drop
54415,445,0,0,70,70,0,1,0,1,0,drop
54043,36237,0,0,62,62,0,1,0,1,0,deny
60830,50584,0,0,62,62,0,1,0,1,0,deny
62971,44847,0,0,66,66,0,1,0,1,0,deny
9748,21247,0,0,66,66,0,1,0,1,0,deny
38565,51505,0,0,66,66,0,1,0,1,0,deny
61916,64097,0,0,66,66,0,1,0,1,0,deny
3580,25174,0,0,62,62,0,1,0,1,0,deny
34262,23,0,0,60,60,0,1,0,1,0,deny
49712,445,0,0,70,70,0,1,0,1,0,drop
57761,15503,0,0,62,62,0,1,0,1,0,deny
13168,35440,0,0,66,66,0,1,0,1,0,deny
22916,25174,0,0,62,62,0,1,0,1,0,deny
49710,445,0,0,70,70,0,1,0,1,0,drop
19623,25174,0,0,62,62,0,1,0,1,0,deny
57793,37807,0,0,66,66,0,1,0,1,0,deny
22528,25174,0,0,146,146,0,1,0,1,0,deny
49709,445,0,0,70,70,0,1,0,1,0,drop
1027,57866,0,0,62,62,0,1,0,1,0,deny
54404,445,0,0,70,70,0,1,0,1,0,drop
54403,445,0,0,70,70,0,1,0,1,0,drop
54399,445,0,0,70,70,0,1,0,1,0,drop
49708,445,0,0,70,70,0,1,0,1,0,drop
10627,23117,0,0,62,62,0,1,0,1,0,deny
49707,445,0,0,70,70,0,1,0,1,0,drop
23379,57866,0,0,62,62,0,1,0,1,0,deny
49701,445,0,0,70,70,0,1,0,1,0,drop
49702,445,0,0,70,70,0,1,0,1,0,drop
49812,445,0,0,66,66,0,1,0,1,0,drop
52336,64097,0,0,66,66,0,1,0,1,0,deny
58453,50584,0,0,66,66,0,1,0,1,0,deny
37075,48817,0,0,62,62,0,1,0,1,0,deny
49689,445,0,0,70,70,0,1,0,1,0,drop
49687,445,0,0,70,70,0,1,0,1,0,drop
49686,445,0,0,70,70,0,1,0,1,0,drop
7105,25174,0,0,66,66,0,1,0,1,0,deny
49678,445,0,0,70,70,0,1,0,1,0,drop
49679,445,0,0,70,70,0,1,0,1,0,drop
49488,53,14006,53,188,96,92,2,30,1,1,allow
56805,53,35322,53,172,88,84,2,30,1,1,allow
65448,443,34387,443,3224,2373,851,17,23,9,8,allow
55043,443,34590,443,37068,4085,32983,66,48,33,33,allow
49703,443,4967,443,421435,16499,404936,388,210,95,293,allow
64637,53,50285,53,188,96,92,2,30,1,1,allow
49931,443,64224,443,92352,5699,86653,105,134,35,70,allow
49984,53,41486,53,172,88,84,2,30,1,1,allow
41545,443,41545,443,4719,1812,2907,19,29,11,8,allow
50005,80,43332,80,2088,1160,928,10,86,6,4,allow
57470,24409,44348,24409,870,330,540,12,1501,6,6,allow
40033,80,40033,80,424,198,226,7,142,4,3,allow
40080,80,40080,80,424,198,226,7,142,4,3,allow
39943,80,39943,80,424,198,226,7,142,4,3,allow
50749,443,38979,443,4749,1897,2852,16,124,8,8,allow
49035,443,36911,443,4299,2327,1972,23,315,11,12,allow
49709,443,24927,443,523518,15431,508087,466,210,109,357,allow
18381,53,18381,53,237,91,146,2,32,1,1,allow
51260,80,28140,80,2339,1680,659,11,17,6,5,allow
50015,443,26548,443,59858,24345,35513,148,612,78,70,allow
49319,53,3849,53,198,101,97,2,30,1,1,allow
58036,443,28433,443,10454,1724,8730,28,525,12,16,allow
49242,443,58883,443,638,70,568,10,203,2,8,allow
38536,443,1919,443,33980,7386,26594,51,121,22,29,allow
53927,37828,58314,37828,552,306,246,9,16,5,4,allow
50006,80,59669,80,2087,1159,928,10,86,6,4,allow
49707,443,44929,443,593578,18531,575047,531,210,128,403,allow
53172,56013,19244,56013,70,70,0,2,8,2,0,allow
53936,5915,56119,5915,70,70,0,1,5,1,0,allow
52166,57975,20041,57975,66,66,0,1,5,1,0,allow
53932,27258,53010,27258,70,70,0,1,5,1,0,allow
58178,443,51468,443,8000,1760,6240,32,43,16,16,allow
57451,443,58507,443,19175423,168230,19007193,15129,313,2298,12831,allow
42956,53,20926,53,168,78,90,2,30,1,1,allow
56725,53,37417,53,176,90,86,3,55,2,1,allow
48290,443,64782,443,7920,2731,5189,27,82,15,12,allow
49838,53,8093,53,182,93,89,2,31,1,1,allow
41936,443,58038,443,7118,2386,4732,18,133,10,8,allow
50007,80,25590,80,2089,1161,928,10,86,6,4,allow
49704,443,41533,443,513839,16341,497498,453,210,104,349,allow
57570,443,12758,443,21267,5407,15860,36,361,17,19,allow
49930,443,24713,443,16631,7072,9559,50,134,29,21,allow
57447,443,62052,443,7847,1377,6470,27,15,12,15,allow
55796,53,55796,53,253,99,154,2,32,1,1,allow
58179,443,33593,443,7883,1768,6115,30,36,14,16,allow
58666,53,58666,53,235,90,145,2,32,1,1,allow
53963,6882,44227,6882,70,70,0,2,8,2,0,allow
53968,17904,18186,17904,320,140,180,6,7,3,3,allow
47092,15000,12405,15000,138,78,60,2,5,1,1,allow
50017,443,54344,443,51055,17321,33734,147,612,77,70,allow
53245,80,62504,80,2071,1305,766,10,256,6,4,allow
65530,53,20818,53,166,85,81,2,30,1,1,allow
43934,53,43934,53,310,94,216,2,30,1,1,allow
57319,53,22543,53,176,90,86,2,30,1,1,allow
56100,53,56100,53,265,111,154,2,30,1,1,allow
65189,53,20195,53,176,90,86,2,31,1,1,allow
64143,53,9554,53,174,89,85,2,31,1,1,allow
32843,443,63526,443,6444,2640,3804,18,122,9,9,allow
64727,443,24002,443,18620,15824,2796,31,129,18,13,allow
39802,80,39802,80,424,198,226,7,142,4,3,allow
6882,46440,39998,46440,324,150,174,2,1200,1,1,allow
55704,53,48604,53,186,95,91,2,31,1,1,allow
39852,80,39852,80,576,272,304,9,142,5,4,allow
54440,26467,0,0,62,62,0,1,0,1,0,deny
3730,17372,0,0,62,62,0,1,0,1,0,deny
54539,26467,0,0,62,62,0,1,0,1,0,deny
36933,23117,0,0,66,66,0,1,0,1,0,deny
54398,445,0,0,70,70,0,1,0,1,0,drop
9504,25174,0,0,62,62,0,1,0,1,0,deny
53928,15503,0,0,62,62,0,1,0,1,0,deny
54397,445,0,0,70,70,0,1,0,1,0,drop
48706,23393,0,0,60,60,0,1,0,1,0,deny
57557,64147,0,0,62,62,0,1,0,1,0,deny
31780,11392,0,0,62,62,0,1,0,1,0,deny
443,14591,0,0,131,131,0,1,0,1,0,deny
46275,23,0,0,60,60,0,1,0,1,0,deny
443,45788,0,0,332,332,0,1,0,1,0,deny
49797,445,0,0,66,66,0,1,0,1,0,drop
49795,445,0,0,66,66,0,1,0,1,0,drop
3986,17372,0,0,66,66,0,1,0,1,0,deny
443,18177,0,0,66,66,0,1,0,1,0,deny
65442,80,64392,80,366,180,186,7,28,4,3,allow
42318,443,52319,443,10723,2046,8677,29,116,10,19,allow
49380,53,47715,53,199,102,97,2,30,1,1,allow
56805,53,60553,53,178,94,84,2,30,1,1,allow
26906,22114,0,0,66,66,0,1,0,1,0,deny
49001,22114,0,0,62,62,0,1,0,1,0,deny
49667,445,0,0,70,70,0,1,0,1,0,drop
53838,36829,0,0,62,62,0,1,0,1,0,deny
28830,37965,0,0,62,62,0,1,0,1,0,deny
57015,25174,0,0,66,66,0,1,0,1,0,deny
54387,445,0,0,70,70,0,1,0,1,0,drop
54383,445,0,0,70,70,0,1,0,1,0,drop
54376,445,0,0,70,70,0,1,0,1,0,drop
26239,25174,0,0,62,62,0,1,0,1,0,deny
36484,67,0,0,60,60,0,1,0,1,0,deny
49790,445,0,0,66,66,0,1,0,1,0,drop
55246,31573,0,0,62,62,0,1,0,1,0,deny
59068,49813,0,0,74,74,0,1,0,1,0,deny
55393,44512,0,0,66,66,0,1,0,1,0,deny
15018,37965,0,0,62,62,0,1,0,1,0,deny
46162,25174,0,0,62,62,0,1,0,1,0,deny
61550,5529,0,0,145,145,0,1,0,1,0,deny
49785,445,0,0,66,66,0,1,0,1,0,drop
49784,445,0,0,66,66,0,1,0,1,0,drop
49783,445,0,0,66,66,0,1,0,1,0,drop
49776,445,0,0,66,66,0,1,0,1,0,drop
49779,445,0,0,66,66,0,1,0,1,0,drop
49777,445,0,0,66,66,0,1,0,1,0,drop
49778,445,0,0,66,66,0,1,0,1,0,drop
49662,445,0,0,70,70,0,1,0,1,0,drop
18771,35440,0,0,66,66,0,1,0,1,0,deny
51922,44847,0,0,66,66,0,1,0,1,0,deny
15981,23117,0,0,146,146,0,1,0,1,0,deny
54371,445,0,0,70,70,0,1,0,1,0,drop
54367,445,0,0,70,70,0,1,0,1,0,drop
54365,445,0,0,70,70,0,1,0,1,0,drop
54364,445,0,0,70,70,0,1,0,1,0,drop
49652,445,0,0,70,70,0,1,0,1,0,drop
49653,445,0,0,70,70,0,1,0,1,0,drop
49654,445,0,0,70,70,0,1,0,1,0,drop
63593,22114,0,0,66,66,0,1,0,1,0,deny
48706,23393,0,0,60,60,0,1,0,1,0,deny
42558,64147,0,0,62,62,0,1,0,1,0,deny
49650,445,0,0,70,70,0,1,0,1,0,drop
54189,64147,0,0,66,66,0,1,0,1,0,deny
49646,445,0,0,70,70,0,1,0,1,0,drop
49984,53,22558,53,178,94,84,2,30,1,1,allow
30188,51403,44357,51403,502,150,352,2,1200,1,1,allow
64637,53,26983,53,194,102,92,2,31,1,1,allow
53933,20801,53397,20801,70,70,0,1,4,1,0,allow
50927,80,64147,80,876,519,357,10,75,6,4,allow
52524,80,48631,80,3224,2776,448,11,15,7,4,allow
50688,80,9336,80,27391,3550,23841,36,20,15,21,allow
50599,443,63618,443,11301,5604,5697,29,139,17,12,allow
56403,53,56403,53,244,98,146,2,32,1,1,allow
53399,53,53399,53,414,268,146,3,32,2,1,allow
33017,443,34545,443,130,70,60,3,4,2,1,allow
51986,443,52647,443,7567,3038,4529,35,15,21,14,allow
49772,53,51587,53,531,188,343,6,58,3,3,allow
65222,53,38822,53,197,94,103,2,29,1,1,allow
56078,53,50373,53,178,94,84,2,29,1,1,allow
56884,53,20649,53,199,102,97,2,29,1,1,allow
64048,53,43496,53,209,110,99,2,29,1,1,allow
49671,53,11585,53,183,94,89,2,29,1,1,allow
65346,53,42988,53,183,94,89,2,29,1,1,allow
55485,53,55524,53,720,94,626,2,29,1,1,allow
65373,53,10645,53,197,102,95,2,29,1,1,allow
64288,53,49667,53,183,94,89,2,29,1,1,allow
57319,53,20750,53,180,94,86,2,29,1,1,allow
64107,53,23798,53,212,102,110,2,29,1,1,allow
35585,53,60283,53,168,78,90,2,29,1,1,allow
56951,53,31350,53,199,102,97,2,30,1,1,allow
52163,14181,27565,14181,70,70,0,1,5,1,0,allow
52522,80,14593,80,3290,2776,514,12,15,7,5,allow
65443,80,29432,80,366,180,186,7,28,4,3,allow
56725,53,45081,53,262,90,172,4,53,2,2,allow
60290,53,35403,53,213,86,127,2,30,1,1,allow
49433,53,51324,53,278,94,184,2,30,1,1,allow
52237,53,52237,53,220,90,130,2,30,1,1,allow
49380,53,64533,53,199,102,97,2,30,1,1,allow
38911,443,33015,443,13187,2075,11112,35,420,11,24,allow
53572,443,49621,443,5935,342,5593,12,120,5,7,allow
40368,123,25473,123,184,94,90,2,30,1,1,allow
65189,53,27284,53,180,94,86,2,30,1,1,allow
64266,53,14538,53,255,102,153,2,30,1,1,allow
52520,80,54295,80,3224,2776,448,11,15,7,4,allow
49838,53,33413,53,183,94,89,2,30,1,1,allow
47886,80,46758,80,1767,751,1016,10,15,6,4,allow
49798,53,8655,53,196,102,94,2,30,1,1,allow
50928,80,36754,80,875,518,357,10,75,6,4,allow
60499,51413,3005,51413,70,70,0,2,8,2,0,allow
60500,44739,45783,44739,70,70,0,2,8,2,0,allow
65430,80,47649,80,306,180,126,6,29,4,2,allow
52093,80,65106,80,366,240,126,7,26,5,2,allow
44962,8802,46440,8802,4014,2342,1672,42,386,21,21,allow
65441,80,26203,80,366,180,186,7,28,4,3,allow
49331,53,35223,53,182,94,88,2,30,1,1,allow
56440,80,38855,80,17008,1379,15629,22,25,7,15,allow
60384,80,50302,80,1420,715,705,12,16,7,5,allow
49174,53,10035,53,264,110,154,2,30,1,1,allow
56941,53,42543,53,196,102,94,2,30,1,1,allow
56725,53,46910,53,262,90,172,4,59,2,2,allow
56951,53,23495,53,199,102,97,2,30,1,1,allow
50547,53,45838,53,210,110,100,2,30,1,1,allow
41950,53,0,0,86,86,0,1,30,1,0,allow
58771,53,46484,53,168,78,90,2,30,1,1,allow
49798,53,43543,53,196,102,94,2,30,1,1,allow
64569,53,30065,53,183,94,89,2,30,1,1,allow
64143,53,33110,53,179,94,85,2,30,1,1,allow
32966,53,20380,53,199,94,105,2,30,1,1,allow
65346,53,64945,53,183,94,89,2,30,1,1,allow
54402,53,53139,53,291,86,205,2,30,1,1,allow
49184,53,41219,53,199,94,105,2,30,1,1,allow
52165,49740,12957,49740,70,70,0,1,5,1,0,allow
65440,80,8468,80,366,180,186,7,28,4,3,allow
52521,80,12951,80,3676,3228,448,11,15,7,4,allow
46532,3389,46532,3389,4145,1976,2169,22,20,13,9,allow
35337,443,49436,443,6550678,172191,6378487,6426,82,2117,4309,allow
16403,16385,45121,16385,182,62,120,4,30,2,2,allow
49798,53,23227,53,196,102,94,2,30,1,1,allow
57035,53,29329,53,199,102,97,2,30,1,1,allow
49984,53,7504,53,178,94,84,2,30,1,1,allow
65428,80,59063,80,366,180,186,7,29,4,3,allow
50547,53,5293,53,210,110,100,2,30,1,1,allow
49319,53,62578,53,199,102,97,2,30,1,1,allow
65189,53,45878,53,180,94,86,2,30,1,1,allow
63759,443,31179,443,7995,2096,5899,18,120,8,10,allow
49672,443,34216,443,10080,2728,7352,28,188,14,14,allow
34155,443,22614,443,11294,2234,9060,23,139,12,11,allow
52644,6881,4484,6881,719,413,306,10,14,5,5,allow
58172,80,64584,80,12618,1038,11580,28,50,13,15,allow
53970,1024,11868,1024,260,140,120,5,6,3,2,allow
53941,53739,17149,53739,70,70,0,1,4,1,0,allow
60498,55100,34970,55100,258,70,188,4,8,2,2,allow
56661,443,57675,443,334,70,264,5,17,1,4,allow
65432,80,46367,80,486,240,246,9,28,5,4,allow
56005,53,33914,53,199,102,97,2,29,1,1,allow
65530,53,20918,53,167,86,81,2,29,1,1,allow
53724,53,53724,53,268,114,154,2,29,1,1,allow
65526,53,17627,53,199,102,97,2,29,1,1,allow
61291,53,61291,53,261,106,155,2,29,1,1,allow
37639,53,37639,53,245,106,139,2,29,1,1,allow
64578,53,11531,53,193,102,91,2,30,1,1,allow
51726,3389,51726,3389,3444,1730,1714,16,33,8,8,allow
57356,53,7268,53,199,102,97,2,29,1,1,allow
56078,53,48093,53,178,94,84,2,29,1,1,allow
64048,53,15990,53,209,110,99,2,30,1,1,allow
65526,53,9344,53,199,102,97,2,30,1,1,allow
56672,53,24787,53,199,102,97,2,29,1,1,allow
16403,16386,51369,16386,122,62,60,2,29,1,1,allow
54835,443,32514,443,15578,7071,8507,69,140,33,36,allow
64899,53,12836,53,199,102,97,2,29,1,1,allow
49488,53,29306,53,194,102,92,2,30,1,1,allow
49554,53,40462,53,210,110,100,2,31,1,1,allow
65425,80,38267,80,366,180,186,7,29,4,3,allow
52158,443,56576,443,2149,1549,600,14,45,8,6,allow
51988,443,46112,443,10492,3167,7325,40,15,24,16,allow
52110,80,18812,80,422,240,182,8,26,5,3,allow
52106,80,35207,80,422,240,182,8,26,5,3,allow
50013,53,57171,53,258,102,156,2,30,1,1,allow
57001,53,34470,53,210,110,100,2,30,1,1,allow
64143,53,3333,53,179,94,85,2,30,1,1,allow
65292,53,37185,53,195,102,93,2,30,1,1,allow
58755,443,6984,443,4827,2244,2583,16,135,8,8,allow
65429,80,58851,80,366,180,186,7,29,4,3,allow
60501,40829,11084,40829,70,70,0,2,8,2,0,allow
65444,80,16519,80,486,240,246,9,28,5,4,allow
65433,80,53822,80,486,240,246,9,28,5,4,allow
52116,80,18216,80,422,240,182,8,26,5,3,allow
49242,443,26105,443,4528,803,3725,14,15,8,6,allow
52120,80,3357,80,366,240,126,7,26,5,2,allow
52109,80,35580,80,422,240,182,8,26,5,3,allow
52105,80,43976,80,422,240,182,8,26,5,3,allow
63143,16884,9026,16884,618,318,300,10,16,5,5,allow
16403,16384,41860,16384,122,62,60,2,30,1,1,allow
58087,53,39920,53,168,78,90,2,30,1,1,allow
49319,53,9038,53,199,102,97,2,30,1,1,allow
57001,53,50963,53,210,110,100,2,30,1,1,allow
65438,443,60459,443,572,320,252,10,28,6,4,allow
52523,80,47280,80,4302,3722,580,14,15,8,6,allow
64770,53,5158,53,360,93,267,3,37,2,1,allow
52802,80,4743,80,1465,729,736,12,16,7,5,allow
49414,443,6061,443,3427,2159,1268,20,17,11,9,allow
51125,80,6897,80,2880,815,2065,12,25,7,5,allow
64950,53,37238,53,725,277,448,8,61,4,4,allow
49331,53,37708,53,182,94,88,2,30,1,1,allow
49806,53,64642,53,331,102,229,2,30,1,1,allow
57452,443,52384,443,6990,2193,4797,15,120,7,8,allow
58614,53,27670,53,218,78,140,2,31,1,1,allow
58661,443,49876,443,2956,790,2166,10,120,5,5,allow
40364,443,43021,443,20594,14251,6343,40,361,22,18,allow
60731,443,42232,443,12669,5297,7372,31,188,18,13,allow
37965,51413,49792,51413,789,152,637,4,1199,2,2,allow
6881,51184,15075,51184,324,150,174,2,1203,1,1,allow
43464,443,26785,443,8198,656,7542,19,327,5,14,allow
49447,443,57996,443,11281,5398,5883,21,125,11,10,allow
57470,53250,48963,53250,491,150,341,2,1199,1,1,allow
50584,29040,20008,29040,509,150,359,2,1200,1,1,allow
44847,58839,4824,58839,501,150,351,2,1200,1,1,allow
56549,443,22340,443,13979,2593,11386,29,114,11,18,allow
49838,53,31499,53,183,94,89,2,31,1,1,allow
47809,53,47809,53,260,106,154,2,32,1,1,allow
64652,443,64652,443,6792,1521,5271,18,26,11,7,allow
61740,443,6060,443,92202,65396,26806,193,3454,68,125,allow
36535,443,64497,443,6805,1662,5143,25,17,13,12,allow
46326,443,42575,443,430,152,278,7,32,3,4,allow
51134,3389,51134,3389,4213,2429,1784,18,32,9,9,allow
49690,443,64449,443,9107,2174,6933,29,187,14,15,allow
45964,2225,0,0,60,60,0,1,0,1,0,deny
9969,2323,0,0,60,60,0,1,0,1,0,deny
52934,35776,0,0,159,159,0,1,0,1,0,deny
11030,17372,0,0,62,62,0,1,0,1,0,deny
42939,48817,0,0,156,156,0,1,0,1,0,deny
10306,44847,0,0,66,66,0,1,0,1,0,deny
54361,445,0,0,70,70,0,1,0,1,0,drop
54360,445,0,0,70,70,0,1,0,1,0,drop
54358,445,0,0,70,70,0,1,0,1,0,drop
53353,26467,0,0,62,62,0,1,0,1,0,deny
52459,33890,0,0,60,60,0,1,0,1,0,deny
16824,11119,0,0,148,148,0,1,0,1,0,deny
49769,445,0,0,66,66,0,1,0,1,0,drop
54355,445,0,0,70,70,0,1,0,1,0,drop
49641,445,0,0,70,70,0,1,0,1,0,drop
54011,22114,0,0,62,62,0,1,0,1,0,deny
49767,445,0,0,66,66,0,1,0,1,0,drop
5223,14446,0,0,220,220,0,1,0,1,0,deny
41577,53,41577,53,265,111,154,2,0,1,1,allow
51356,22114,0,0,66,66,0,1,0,1,0,deny
22150,6881,0,0,62,62,0,1,0,1,0,deny
443,7387,0,0,60,60,0,1,0,1,0,deny
49765,445,0,0,66,66,0,1,0,1,0,drop
49764,445,0,0,66,66,0,1,0,1,0,drop
48258,37965,0,0,62,62,0,1,0,1,0,deny
49761,445,0,0,66,66,0,1,0,1,0,drop
443,45788,0,0,332,332,0,1,0,1,0,deny
49633,445,0,0,70,70,0,1,0,1,0,drop
59535,25174,0,0,146,146,0,1,0,1,0,deny
49631,445,0,0,70,70,0,1,0,1,0,drop
54351,445,0,0,70,70,0,1,0,1,0,drop
45952,22114,0,0,62,62,0,1,0,1,0,deny
55666,35440,0,0,66,66,0,1,0,1,0,deny
54343,445,0,0,70,70,0,1,0,1,0,drop
54339,445,0,0,70,70,0,1,0,1,0,drop
57726,37965,0,0,62,62,0,1,0,1,0,deny
443,50238,0,0,331,331,0,1,0,1,0,deny
57131,35776,0,0,145,145,0,1,0,1,0,deny
49627,445,0,0,70,70,0,1,0,1,0,drop
14185,48637,0,0,60,60,0,1,0,1,0,deny
49625,445,0,0,70,70,0,1,0,1,0,drop
58724,43890,0,0,66,66,0,1,0,1,0,deny
53692,44512,0,0,66,66,0,1,0,1,0,deny
56604,17372,0,0,66,66,0,1,0,1,0,deny
49750,445,0,0,66,66,0,1,0,1,0,drop
3410,17372,0,0,62,62,0,1,0,1,0,deny
59965,36237,0,0,66,66,0,1,0,1,0,deny
10532,26672,0,0,60,60,0,1,0,1,0,deny
63873,44847,0,0,62,62,0,1,0,1,0,deny
59508,65348,0,0,148,148,0,1,0,1,0,deny
3406,17372,0,0,66,66,0,1,0,1,0,deny
56219,22114,0,0,62,62,0,1,0,1,0,deny
49621,445,0,0,70,70,0,1,0,1,0,drop
42973,57470,0,0,62,62,0,1,0,1,0,deny
18130,25174,0,0,62,62,0,1,0,1,0,deny
49743,445,0,0,66,66,0,1,0,1,0,drop
49620,445,0,0,70,70,0,1,0,1,0,drop
443,45788,0,0,199,199,0,1,0,1,0,deny
54327,445,0,0,70,70,0,1,0,1,0,drop
49741,445,0,0,66,66,0,1,0,1,0,drop
50708,22114,0,0,146,146,0,1,0,1,0,deny
49615,445,0,0,70,70,0,1,0,1,0,drop
45837,25174,0,0,62,62,0,1,0,1,0,deny
40845,64147,0,0,62,62,0,1,0,1,0,deny
43155,35440,0,0,66,66,0,1,0,1,0,deny
49734,445,0,0,66,66,0,1,0,1,0,drop
62197,22114,0,0,62,62,0,1,0,1,0,deny
41653,21247,0,0,62,62,0,1,0,1,0,deny
49726,445,0,0,66,66,0,1,0,1,0,drop
61085,37965,0,0,62,62,0,1,0,1,0,deny
443,45788,0,0,199,199,0,1,0,1,0,deny
14869,44847,0,0,62,62,0,1,0,1,0,deny
59155,39004,0,0,74,74,0,1,0,1,0,deny
51558,37965,0,0,72,72,0,1,0,1,0,deny
2064,22114,0,0,62,62,0,1,0,1,0,deny
54051,28793,0,0,66,66,0,1,0,1,0,deny
49602,445,0,0,70,70,0,1,0,1,0,drop
54319,445,0,0,70,70,0,1,0,1,0,drop
54315,445,0,0,70,70,0,1,0,1,0,drop
54316,445,0,0,70,70,0,1,0,1,0,drop
18843,25174,0,0,146,146,0,1,0,1,0,deny
49716,445,0,0,66,66,0,1,0,1,0,drop
49714,445,0,0,66,66,0,1,0,1,0,drop
49718,445,0,0,66,66,0,1,0,1,0,drop
49715,445,0,0,66,66,0,1,0,1,0,drop
49713,445,0,0,66,66,0,1,0,1,0,drop
49712,445,0,0,66,66,0,1,0,1,0,drop
49711,445,0,0,66,66,0,1,0,1,0,drop
49710,445,0,0,66,66,0,1,0,1,0,drop
49908,56205,0,0,62,62,0,1,0,1,0,deny
38852,37965,0,0,62,62,0,1,0,1,0,deny
65270,3855,0,0,78,78,0,1,0,1,0,deny
58421,30188,0,0,66,66,0,1,0,1,0,deny
50334,64147,0,0,66,66,0,1,0,1,0,deny
8560,50584,0,0,62,62,0,1,0,1,0,deny
41885,25174,0,0,62,62,0,1,0,1,0,deny
55998,15503,0,0,146,146,0,1,0,1,0,deny
0,0,0,0,244,244,0,2,0,2,0,allow
49599,445,0,0,70,70,0,1,0,1,0,drop
5826,26467,0,0,62,62,0,1,0,1,0,deny
27321,25174,0,0,62,62,0,1,0,1,0,deny
14333,51050,0,0,62,62,0,1,0,1,0,deny
54314,445,0,0,70,70,0,1,0,1,0,drop
54306,445,0,0,70,70,0,1,0,1,0,drop
54307,445,0,0,70,70,0,1,0,1,0,drop
54302,445,0,0,70,70,0,1,0,1,0,drop
8116,25773,0,0,157,157,0,1,0,1,0,reset-both
49594,445,0,0,70,70,0,1,0,1,0,drop
49593,445,0,0,70,70,0,1,0,1,0,drop
49695,445,0,0,66,66,0,1,0,1,0,drop
49698,445,0,0,66,66,0,1,0,1,0,drop
49696,445,0,0,66,66,0,1,0,1,0,drop
49591,445,0,0,70,70,0,1,0,1,0,drop
39646,44847,0,0,146,146,0,1,0,1,0,deny
51533,44847,0,0,62,62,0,1,0,1,0,deny
20682,57470,0,0,62,62,0,1,0,1,0,deny
6666,138,0,0,60,60,0,1,0,1,0,deny
48706,23393,0,0,60,60,0,1,0,1,0,deny
50396,62413,0,0,66,66,0,1,0,1,0,deny
59822,56205,0,0,66,66,0,1,0,1,0,deny
60416,37965,0,0,66,66,0,1,0,1,0,deny
52280,44847,0,0,62,62,0,1,0,1,0,deny
54295,445,0,0,70,70,0,1,0,1,0,drop
1101,11119,0,0,146,146,0,1,0,1,0,deny
54293,445,0,0,70,70,0,1,0,1,0,drop
54289,445,0,0,70,70,0,1,0,1,0,drop
54288,445,0,0,70,70,0,1,0,1,0,drop
5223,32965,0,0,66,66,0,1,0,1,0,deny
5223,32965,0,0,119,119,0,1,0,1,0,deny
5223,32965,0,0,167,167,0,1,0,1,0,deny
49584,445,0,0,70,70,0,1,0,1,0,drop
18398,21247,0,0,66,66,0,1,0,1,0,deny
8080,37965,0,0,62,62,0,1,0,1,0,deny
49582,445,0,0,70,70,0,1,0,1,0,drop
23310,22114,0,0,66,66,0,1,0,1,0,deny
12567,23,0,0,60,60,0,1,0,1,0,deny
7561,43890,0,0,66,66,0,1,0,1,0,deny
49581,445,0,0,70,70,0,1,0,1,0,drop
50272,53,9644,53,744,95,649,2,30,1,1,allow
35526,443,57074,443,4566,3317,1249,21,23,12,9,allow
